mf,order,rmse_mean,mae_mean,r2_mean,ndei_mean,rmse_std,mae_std,r2_std,ndei_std,n_rules,active_rules,dead_rules,effective_rules,firing_entropy,mean_max_activation,n_params,seconds,rmse_reduction_vs_linear,rmse_reduction_vs_mlp,pvalue_vs_linear,pvalue_vs_mlp,significant_vs_linear_bh
gbell,1,0.008585385954694,0.0049685035200256,0.998449884609488,0.038430815433156,0.0016655105592595,0.0008928914026376,0.0006677425368107,0.0085549877647205,128,126.8,1.2,93.65995765644166,4.5395220756530765,0.8330673336982727,2176,4.10009765625,0.9109260703214463,-0.733584559419266,5.058129772253881e-07,0.988741269696507,True
gbell,0,0.0233498575205535,0.0173437329065566,0.9890912563498128,0.1041006878368289,0.0013451401781207,0.0009643023677274,0.0017938156535958,0.008472924057622,256,235.4,20.6,139.32616869344838,4.935315418243408,0.8308203101158143,3328,7.528892993927002,0.7577437312934249,-3.7148669466792414,1.802319970353775e-07,0.9999772501387556,True
gbell,1,0.025041280399916,0.0110363376089541,0.987115678821378,0.1114046995568228,0.0049660769665433,0.0019785623513534,0.0048929318530521,0.0217557830306357,256,239.8,16.2,142.69516286290656,4.959681415557862,0.8339429259300232,4352,16.349944829940796,0.7401951104849842,-4.056403669965192,1.1603841760170368e-05,0.9996358541355892,True
trapezoidal,0,0.0970037144659244,0.0760300103037997,0.8123132688936117,0.4317976366484276,0.0077971204174365,0.0055274753832311,0.0316910207029461,0.035178574320471,4,4.0,0.0,3.787140146549399,1.3310763597488404,0.9574153184890748,68,1.1202192306518557,-0.0064197563735635,-18.58725472469848,0.5610963720981272,0.9999937152511996,False
trapezoidal,1,0.0262089403174345,0.0192547028119878,0.98628811211102,0.1161736905654116,0.0040527513811579,0.0023948516009122,0.0034616740174156,0.014682013124636,4,4.0,0.0,3.8279324445486855,1.3419209480285643,0.9728110432624816,84,0.8355998992919922,0.7280805639834796,-4.29218074677279,3.855560446788295e-06,0.9995973534120588,True
trapezoidal,0,0.0731114628215869,0.0583695828820612,0.8905540077088959,0.3268919064280867,0.0087702072773445,0.0080751340254406,0.0350591796496912,0.0508691832342045,8,8.0,0.0,7.631243105478812,2.032008028030396,0.933382797241211,136,1.0499460697174072,0.2414638861394946,-13.76286607648205,0.0035786372242172,0.9999437820376464,True
trapezoidal,1,0.0136758925598768,0.0095215654613937,0.9961941803397896,0.0607610683552077,0.0026158571929136,0.0009045155229898,0.0013921055056235,0.0106729673729522,8,8.0,0.0,7.581411941884215,2.025637626647949,0.9435648441314696,168,1.2853672504425049,0.8581117379465174,-1.7614735439024387,5.375313853640115e-07,0.9980198407388776,True
trapezoidal,0,0.0615317361616609,0.0482553577048633,0.9226367230024624,0.2751561029870086,0.0068551114041657,0.0050468073493293,0.0226789769732856,0.040649673879874,16,16.0,0.0,14.959030466976737,2.7052750110626222,0.926395034790039,272,1.223825454711914,0.3616042925983531,-11.424656071028815,0.0006675636683167,0.9999736709092064,True
trapezoidal,1,0.0122921205786485,0.0081838280161459,0.9968269664283352,0.0550700452085739,0.0021702189920029,0.0010990820373323,0.001420328936007,0.0118458301689049,16,16.0,0.0,14.92352844674262,2.702928161621094,0.936458706855774,336,1.0483040809631348,0.8724684609636914,-1.482058529472865,2.6440534932463945e-07,0.9977045935993194,True
trapezoidal,0,0.0539562330137259,0.0421128478955795,0.9423280045494696,0.2398710784427826,0.0037185528318373,0.002861186272981,0.0055802282344436,0.0115698391184415,24,24.0,0.0,21.98159080427249,3.089902925491333,0.9266075253486632,408,1.3768155574798584,0.440200623414428,-9.894989803676946,7.548617524564229e-06,0.9999940190184464,True
